specificEpithet,id,institutionCode,year,month,day,eventDate,stateProvince,county,references,lon,lat,geoclass,flowers,leaves,bbch.f,bbch.v,doy,bbch.v.scale,species,YEAR.hin
nigra,4258122,MOR,1989,5,1,5/1/89,Illinois,lake,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4258122,-88.00674943,42.3310322,county_centroid,Y,Y,65,9,121,2,nigra,9
nigra,5213981,WIS,1991,5,9,5/9/91,Wisconsin,menominee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5213981,-88.70651728,45.0058129,county_centroid,Y,Y,65,9,129,2,nigra,11
nigra,6816194,GMUF,1991,4,20,4/20/91,Virginia,loudoun,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816194,-77.64881227,39.09417752,county_centroid,Y,Y,65,10,110,3,nigra,11
nigra,11586765,IND,1952,4,29,4/29/52,Indiana,Wells,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586765,-85.144858,40.74308,geo_referenced,Y,Y,65,10,120,3,nigra,0
nigra,24060436,VT,1919,5,10,5/10/19,Vermont,Rutland,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24060436,-73.12664,43.48474,geo_referenced,Y,Y,65,10,130,3,nigra,0
nigra,5189211,WIS,1973,5,9,5/9/73,Wisconsin,waukesha,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5189211,-88.30065305,43.01909719,county_centroid,Y,N,65,0,129,1,nigra,0
nigra,4595044,CMC,1906,5,24,5/24/06,Michigan,isabella,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595044,-84.84360938,43.64075933,county_centroid,Y,Y,65,15,144,4,nigra,0
nigra,4941368,WIS,1898,5,16,1898-05-16,Wisconsin,racine,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4941368,-88.05642847,42.74889288,county_centroid,Y,Y,65,15,136,4,nigra,0
nigra,24095394,VT,1980,4,15,,Vermont,,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24095394,-72.94496,43.44037,geo_referenced,Y,Y,67,11,106,3,nigra,0
nigra,3848959,APSC,2002,5,29,5/29/02,Vermont,chittenden,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848959,-73.09515603,44.46173383,county_centroid,Y,Y,67,15,149,4,nigra,22
nigra,13283222,TENN,1959,4,8,4/8/59,Minnesota,chisago,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283222,-92.91865202,45.51134147,county_centroid,Y,Y,65,15,98,4,nigra,0
nigra,15359628,GSW,1978,5,28,5/28/78,Wisconsin,fond du lac,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15359628,-88.49308608,43.75436493,county_centroid,Y,Y,67,17,148,5,nigra,0
nigra,11586789,IND,1915,4,25,4/25/15,Indiana,Wells,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586789,-85.165629,40.797276,geo_referenced,Y,Y,65,10,115,3,nigra,0
nigra,24115332,VT,1980,4,15,,Vermont,,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24115332,-73.21948,44.55473,geo_referenced,Y,Y,65,10,106,3,nigra,0
nigra,11586970,IND,1881,5,11,1881-05-11,New York,Tompkins,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586970,-76.486479,42.429669,geo_referenced,Y,Y,65,15,131,4,nigra,0
nigra,5061907,WIS,1931,5,10,5/10/31,Wisconsin,vernon,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5061907,-90.83504077,43.59520045,county_centroid,Y,Y,65,15,130,4,nigra,0
nigra,19451496,UCHT,2002,5,29,5/29/02,Wisconsin,sauk,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19451496,-89.9457378,43.4276711,county_centroid,Y,Y,67,19,149,6,nigra,22
nigra,24114932,VT,1980,4,15,,Vermont,,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24114932,-73.21948,44.55473,geo_referenced,Y,Y,65,11,106,3,nigra,0
nigra,5017850,WIS,1948,5,1,5/1/48,Wisconsin,outagamie,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5017850,-88.46358788,44.41664742,county_centroid,Y,Y,65,11,122,3,nigra,0
nigra,24111107,VT,1984,5,17,5/17/84,Vermont,,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24111107,-72.74357,43.75701,geo_referenced,Y,Y,65,9,138,2,nigra,4
nigra,5175345,WIS,1980,4,15,,Wisconsin,milwaukee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5175345,-87.96416335,43.00774222,county_centroid,Y,Y,65,11,106,3,nigra,0
nigra,5121189,WIS,1963,4,27,4/27/63,Wisconsin,sauk,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5121189,-89.9457378,43.4276711,county_centroid,Y,N,62,0,117,1,nigra,0
nigra,4970712,WIS,1962,5,10,5/10/62,Wisconsin,richland,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4970712,-90.42680565,43.38185921,county_centroid,Y,Y,65,15,130,4,nigra,0
nigra,11659106,MUHW,1941,5,2,5/2/41,New Hampshire,cheshire,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11659106,-72.25419366,42.92029356,county_centroid,Y,Y,65,11,122,3,nigra,0
nigra,5242007,WIS,1931,5,16,5/16/31,Wisconsin,ashland,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5242007,-90.67539498,46.2673139,county_centroid,Y,Y,65,15,136,4,nigra,0
nigra,11586845,IND,1952,5,3,5/3/52,Indiana,LaGrange,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586845,-85.367503,41.550373,geo_referenced,Y,Y,65,11,124,3,nigra,0
nigra,5036638,WIS,1964,5,9,5/9/64,Wisconsin,sheboygan,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5036638,-87.94039602,43.71968149,county_centroid,Y,Y,65,10,130,3,nigra,0
nigra,12528889,WCUH,1999,4,28,4/28/99,North Carolina,jackson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12528889,-83.13992836,35.28356264,county_centroid,Y,Y,65,15,118,4,nigra,19
nigra,4931145,WIS,1889,5,4,1889-05-04,Wisconsin,barron,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4931145,-91.85104436,45.43271641,county_centroid,Y,Y,65,0,124,1,nigra,0
nigra,4982314,WIS,1958,4,15,,Wisconsin,taylor,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4982314,-90.49278072,45.21524334,county_centroid,Y,Y,65,11,105,3,nigra,0
nigra,4936503,WIS,1953,5,12,5/12/53,Wisconsin,lincoln,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4936503,-89.72905037,45.3424055,county_centroid,Y,Y,63,10,132,3,nigra,0
nigra,4458104,F,1908,5,2,5/2/08,Illinois,Cook,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458104,-87.765338,41.996976,geo_referenced,Y,Y,62,11,123,3,nigra,0
nigra,24072091,VT,1980,5,15,5/15/80,Vermont,,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24072091,-72.01151,44.45539,geo_referenced,Y,Y,64,11,136,3,nigra,0
nigra,4458097,F,1900,5,17,5/17/00,Illinois,cook,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458097,-87.82118018,41.84295948,county_centroid,Y,Y,65,17,137,5,nigra,0
nigra,4937442,WIS,1960,5,21,5/21/60,Wisconsin,manitowoc,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4937442,-87.81029862,44.11417987,county_centroid,Y,Y,67,17,142,5,nigra,0
nigra,4381469,CHIC,1998,4,30,4/30/98,Illinois,cook,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4381469,-87.82118018,41.84295948,county_centroid,Y,Y,65,15,120,4,nigra,18
nigra,4458106,F,1954,4,24,4/24/54,Illinois,cook,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458106,-87.82118018,41.84295948,county_centroid,Y,Y,64,0,114,1,nigra,0
nigra,7460309,EMC,1969,5,7,5/7/69,Michigan,washtenaw,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460309,-83.83541145,42.26043778,county_centroid,Y,Y,65,17,127,5,nigra,0
nigra,5248335,WIS,1968,5,6,5/6/68,Wisconsin,sheboygan,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5248335,-87.94039602,43.71968149,county_centroid,Y,Y,65,10,127,3,nigra,0
nigra,5194439,WIS,1930,5,9,5/9/30,Wisconsin,outagamie,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5194439,-88.46358788,44.41664742,county_centroid,Y,Y,64,15,129,4,nigra,0
nigra,5041114,WIS,1927,5,8,5/8/27,Wisconsin,sauk,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5041114,-89.9457378,43.4276711,county_centroid,Y,Y,67,15,128,4,nigra,0
nigra,5235289,WIS,1969,5,11,5/11/69,Wisconsin,fond du lac,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5235289,-88.49308608,43.75436493,county_centroid,Y,Y,65,9,131,2,nigra,0
nigra,15818187,HUNT,1937,5,1,5/1/37,Indiana,huntington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15818187,-85.50005744,40.83376959,county_centroid,Y,Y,65,11,121,3,nigra,0
nigra,5175405,WIS,1961,5,13,5/13/61,Wisconsin,juneau,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5175405,-90.10543403,43.92332357,county_centroid,Y,Y,61,15,133,4,nigra,0
nigra,4458101,F,1959,5,30,5/30/59,Illinois,Cook,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458101,-87.836468,41.944598,geo_referenced,Y,Y,65,0,150,1,nigra,0
nigra,5093137,WIS,1961,5,9,5/9/61,Wisconsin,sauk,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5093137,-89.9457378,43.4276711,county_centroid,Y,Y,65,9,129,2,nigra,0
nigra,5228549,WIS,1994,5,17,5/17/94,Wisconsin,marquette,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5228549,-89.39315236,43.82004321,county_centroid,Y,Y,65,17,137,5,nigra,14
nigra,5145189,WIS,1972,5,14,5/14/72,Wisconsin,richland,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5145189,-90.42680565,43.38185921,county_centroid,Y,Y,65,7,135,2,nigra,0
nigra,4458098,F,1887,5,7,1887-05-07,Illinois,cook,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458098,-87.82118018,41.84295948,county_centroid,Y,Y,65,15,127,4,nigra,0
nigra,13283223,TENN,1910,5,13,5/13/10,New Hampshire,hillsborough,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13283223,-71.71271034,42.91749106,county_centroid,Y,Y,65,11,133,3,nigra,0
nigra,24118893,VT,1907,5,10,5/10/07,Vermont,,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24118893,-73.08017,43.79975,geo_referenced,Y,Y,65,7,130,2,nigra,0
nigra,4972455,WIS,1924,6,1,6/1/24,Wisconsin,sheboygan,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4972455,-87.94039602,43.71968149,county_centroid,Y,Y,65,11,153,3,nigra,0
nigra,4458103,F,1908,4,30,4/30/08,Illinois,Cook,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458103,-87.765338,41.996976,geo_referenced,Y,Y,65,9,121,2,nigra,0
nigra,4249813,MOR,1982,5,9,5/9/82,Illinois,cook,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4249813,-87.82118018,41.84295948,county_centroid,Y,Y,67,17,129,5,nigra,2
nigra,7460306,EMC,1975,5,21,5/21/75,Ontario,Thunder Bay District,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460306,-89.6,48.383333,geo_referenced,Y,Y,65,15,141,4,nigra,0
nigra,5233481,WIS,1962,5,3,5/3/62,Wisconsin,sauk,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5233481,-89.9457378,43.4276711,county_centroid,Y,Y,65,11,123,3,nigra,0
nigra,4258186,MOR,1989,5,15,5/15/89,Wisconsin,racine,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4258186,-88.05642847,42.74889288,county_centroid,Y,Y,65,11,135,3,nigra,9
nigra,24071615,VT,1879,5,13,1879-05-13,Vermont,,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24071615,-73.23596,44.30894,geo_referenced,Y,Y,65,15,133,4,nigra,0
nigra,15477387,BENN,1971,5,19,5/19/71,Vermont,Bennington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15477387,-73.2479,43.06228,geo_referenced,Y,Y,65,11,139,3,nigra,0
nigra,5044596,WIS,1963,4,27,4/27/63,Wisconsin,sauk,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5044596,-89.9457378,43.4276711,county_centroid,Y,Y,65,7,117,2,nigra,0
nigra,19998558,NY,1914,5,16,5/16/14,New York,Saint Lawrence Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19998558,-75.169094,44.595616,geo_referenced,Y,Y,65,15,136,4,nigra,0
nigra,21268909,UAM,1953,5,3,5/3/53,Massachusetts,franklin,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21268909,-72.59140997,42.58310594,county_centroid,Y,Y,67,17,123,5,nigra,0
nigra,5132928,WIS,1931,5,9,5/9/31,Wisconsin,vernon,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5132928,-90.83504077,43.59520045,county_centroid,Y,Y,62,15,129,4,nigra,0
nigra,24113843,VT,1915,6,15,1915-05-00,Vermont,Rutland,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24113843,-73.12664,43.48474,geo_referenced,Y,Y,65,9,166,2,nigra,0
nigra,5101567,WIS,1994,5,10,5/10/94,Wisconsin,taylor,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5101567,-90.49278072,45.21524334,county_centroid,Y,Y,65,9,130,2,nigra,14
nigra,11586810,IND,1912,4,24,4/24/12,Indiana,Marion,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586810,-86.058848,39.74996,geo_referenced,Y,N,65,0,115,1,nigra,0
nigra,11586869,IND,1952,5,3,5/3/52,Indiana,LaGrange,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586869,-85.367503,41.550373,geo_referenced,Y,Y,65,17,124,5,nigra,0
nigra,11586954,IND,1933,5,13,5/13/33,Vermont,Grand Isle,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586954,-73.305786,44.633964,geo_referenced,Y,Y,65,15,133,4,nigra,0
nigra,4984606,WIS,1969,5,3,5/3/69,Wisconsin,waukesha,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4984606,-88.30065305,43.01909719,county_centroid,Y,Y,65,7,123,2,nigra,0
nigra,4997222,WIS,1991,5,9,5/9/91,Wisconsin,menominee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4997222,-88.70651728,45.0058129,county_centroid,Y,N,65,0,129,1,nigra,11
nigra,5163943,WIS,1976,5,1,5/1/76,Wisconsin,marquette,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5163943,-89.39315236,43.82004321,county_centroid,Y,N,65,0,122,1,nigra,0
nigra,11587004,IND,1914,5,21,5/21/14,Connecticut,Litchfield,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11587004,-73.421232,41.983426,geo_referenced,Y,Y,65,17,141,5,nigra,0
nigra,5109885,WIS,1932,5,15,5/15/32,Wisconsin,vilas,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5109885,-89.50560388,46.04393647,county_centroid,Y,Y,65,11,136,3,nigra,0
nigra,20453557,VCU,1969,4,20,4/20/69,Virginia,chesterfield,https://midwestherbaria.org/portal/collections/individual/index.php?occid=20453557,-77.57630417,37.38879869,county_centroid,Y,Y,65,9,110,2,nigra,0
nigra,16573561,VDB,1961,4,28,4/28/61,Virginia,montgomery,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16573561,-80.38792767,37.16766958,county_centroid,Y,Y,65,15,118,4,nigra,0
nigra,5103197,WIS,1977,4,18,4/18/77,Wisconsin,richland,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5103197,-90.42680565,43.38185921,county_centroid,Y,N,65,0,108,1,nigra,0
nigra,4458099,F,1905,5,27,5/27/05,Illinois,Cook,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458099,-87.69,41.97,geo_referenced,Y,Y,65,7,147,2,nigra,0
nigra,4458100,F,1964,5,1,5/1/64,Illinois,cook,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4458100,-87.82118018,41.84295948,county_centroid,Y,Y,61,11,122,3,nigra,0
nigra,5163466,WIS,1941,5,11,5/11/41,Wisconsin,clark,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5163466,-90.60803895,44.73745707,county_centroid,Y,Y,67,17,131,5,nigra,0
nigra,7460304,EMC,1974,5,23,5/23/74,Michigan,Leelanau,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460304,-85.783333,44.983333,geo_referenced,Y,Y,65,17,143,5,nigra,0
nigra,5028933,WIS,1965,6,1,6/1/65,Wisconsin,fond du lac,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5028933,-88.49308608,43.75436493,county_centroid,Y,Y,69,19,152,6,nigra,0
nigra,5082161,WIS,1958,5,17,5/17/58,Wisconsin,ashland,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5082161,-90.67539498,46.2673139,county_centroid,Y,Y,67,17,137,5,nigra,0
nigra,7460307,EMC,1980,5,26,5/26/80,Ontario,Thunder Bay District,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7460307,-89.716667,48.166667,geo_referenced,Y,Y,65,17,147,5,nigra,0
nigra,24062581,VT,1894,5,15,1894-05-00,New Hampshire,Grafton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24062581,-72.19101,43.71556,geo_referenced,Y,Y,65,11,135,3,nigra,0
nigra,24117363,VT,1922,5,14,5/14/22,Vermont,,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24117363,-73.08017,43.79975,geo_referenced,Y,Y,60,15,134,4,nigra,0
alleghaniensis,19211146,UCHT,2001,5,10,5/10/01,West Virginia,greenbrier,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211146,-80.45250288,37.94738262,county_centroid,Y,Y,67,17,130,5,alleghaniensis,21
alleghaniensis,6816043,GMUF,1992,4,24,4/24/92,Virginia,culpeper,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816043,-77.95471798,38.49027232,county_centroid,Y,Y,65,10,115,3,alleghaniensis,12
alleghaniensis,7443931,NCSC,1968,4,14,4/14/68,North Carolina,yancey,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7443931,-82.31418186,35.89729949,county_centroid,Y,Y,65,11,105,3,alleghaniensis,0
alleghaniensis,13273092,TENN,1980,4,15,,West Virginia,greenbrier,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273092,-80.45250288,37.94738262,county_centroid,Y,Y,67,17,106,5,alleghaniensis,0
alleghaniensis,4595024,CMC,1963,5,10,5/10/63,Michigan,Montcalm,https://midwestherbaria.org/portal/collections/individual/index.php?occid=4595024,-84.895328,43.400929,geo_referenced,Y,Y,65,9,130,2,alleghaniensis,0
alleghaniensis,6816032,GMUF,1971,5,2,5/2/71,Virginia,rockingham,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816032,-78.88476613,38.51659089,county_centroid,Y,N,65,0,122,1,alleghaniensis,0
alleghaniensis,6816036,GMUF,1971,5,2,5/2/71,Virginia,rockingham,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6816036,-78.88476613,38.51659089,county_centroid,Y,N,65,0,122,1,alleghaniensis,0
alleghaniensis,16573750,VDB,1948,5,2,5/2/48,Minnesota,anoka,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16573750,-93.24879371,45.28353504,county_centroid,Y,Y,60,11,123,3,alleghaniensis,0
alleghaniensis,24496467,CHRB,1965,5,12,5/12/65,New Jersey,hunterdon,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24496467,-74.91399192,40.57308721,county_centroid,Y,Y,65,17,132,5,alleghaniensis,0
alleghaniensis,7844179,MUHW,1995,4,20,4/20/95,West Virginia,mason,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7844179,-82.02640101,38.77267183,county_centroid,Y,Y,67,11,110,3,alleghaniensis,15
alleghaniensis,6444091,NY,1900,5,13,5/13/00,Connecticut,Fairfield Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=6444091,-73.204835,41.167041,geo_referenced,Y,Y,65,10,133,3,alleghaniensis,0
hortulana,22662956,KANU,1958,4,19,4/19/58,Oklahoma,Ottawa,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22662956,-94.707184,36.675128,geo_referenced,Y,Y,65,11,109,3,hortulana,0
hortulana,3848989,APSC,2000,4,15,4/15/00,Tennessee,montgomery,https://midwestherbaria.org/portal/collections/individual/index.php?occid=3848989,-87.3853334,36.4974526,county_centroid,Y,Y,65,9,106,2,hortulana,20
hortulana,19752196,APSC,1983,4,13,4/13/83,Kentucky,breckinridge,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19752196,-86.43526227,37.78521708,county_centroid,Y,Y,65,11,103,3,hortulana,3
hortulana,12876933,UARK,1975,4,18,4/18/75,Arkansas,benton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876933,-94.26402599,36.34167755,county_centroid,Y,Y,65,10,108,3,hortulana,0
hortulana,7188906,ILL,1941,4,14,4/14/41,Illinois,union,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7188906,-89.25802761,37.47670464,county_centroid,Y,Y,65,10,104,3,hortulana,0
hortulana,7188884,ILL,1966,5,1,5/1/66,Illinois,piatt,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7188884,-88.59556484,40.00833894,county_centroid,Y,Y,65,10,121,3,hortulana,0
hortulana,16573480,VDB,1978,4,16,4/16/78,Kentucky,kenton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16573480,-84.52886045,38.93005566,county_centroid,Y,Y,65,15,106,4,hortulana,0
hortulana,10426138,MTSU,1987,4,5,4/5/87,Tennessee,coffee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426138,-86.0629231,35.49199645,county_centroid,Y,Y,65,11,95,3,hortulana,7
hortulana,22494166,KANU,1970,4,11,4/11/70,Missouri,Wayne,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22494166,-90.511682,37.243704,geo_referenced,Y,Y,65,10,101,3,hortulana,0
hortulana,15369616,NCU,1923,4,10,4/10/23,North Carolina,polk,https://midwestherbaria.org/portal/collections/individual/index.php?occid=15369616,-82.18258161,35.28425418,county_centroid,Y,Y,65,11,100,3,hortulana,0
hortulana,10426129,MTSU,1982,3,27,3/27/82,Tennessee,wilson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426129,-86.29292412,36.15648925,county_centroid,Y,N,65,0,86,1,hortulana,2
hortulana,24759397,NY,1970,4,26,4/26/70,Texas,Ochiltree Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=24759397,-100.802651,36.196992,geo_referenced,Y,Y,65,17,116,5,hortulana,0
hortulana,22620048,KANU,1965,4,17,4/17/65,Kansas,Cherokee,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620048,-94.64981,37.16363,geo_referenced,Y,N,65,0,107,1,hortulana,0
hortulana,7444216,NCSC,1947,3,27,3/27/47,Texas,rockwall,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7444216,-96.40981766,32.90385563,county_centroid,Y,Y,65,9,86,2,hortulana,0
hortulana,22715876,KANU,1967,4,12,4/12/67,Arkansas,Washington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22715876,-94.165408,36.084121,geo_referenced,Y,Y,65,15,102,4,hortulana,0
hortulana,7188865,ILL,1861,4,15,1861-00-00,Illinois,menard,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7188865,-89.79853457,40.0271096,county_centroid,Y,Y,65,10,105,3,hortulana,0
hortulana,10426141,MTSU,1990,3,13,3/13/90,Tennessee,williamson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426141,-86.89387444,35.89765856,county_centroid,Y,N,65,0,72,1,hortulana,10
hortulana,11586316,IND,1898,4,17,1898-04-17,Indiana,Wells,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586316,-85.089803,40.767619,geo_referenced,Y,N,65,0,107,1,hortulana,0
hortulana,12876937,UARK,1990,4,17,4/17/90,Arkansas,boone,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876937,-93.08863785,36.30918328,county_centroid,Y,Y,65,11,107,3,hortulana,10
hortulana,12876950,UARK,1975,4,21,4/21/75,Arkansas,washington,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12876950,-94.22168881,35.97609413,county_centroid,Y,Y,65,15,111,4,hortulana,0
hortulana,13939870,COLO,1947,3,27,3/27/47,Texas,rockwall,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13939870,-96.40981766,32.90385563,county_centroid,Y,Y,65,9,86,2,hortulana,0
hortulana,11053495,UARK,1975,4,15,4/15/75,Arkansas,benton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11053495,-94.26402599,36.34167755,county_centroid,Y,Y,65,9,105,2,hortulana,0
hortulana,16184983,MOAR,2005,5,13,5/13/05,Pennsylvania,Luzerne,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16184983,-75.879134,41.088031,geo_referenced,Y,Y,65,11,133,3,hortulana,25
hortulana,7188845,ILL,1897,5,1,1897-05-01,Illinois,champaign,https://midwestherbaria.org/portal/collections/individual/index.php?occid=7188845,-88.20542231,40.1304187,county_centroid,Y,Y,65,11,121,3,hortulana,0
hortulana,11586257,IND,1913,4,20,4/20/13,Indiana,Floyd,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586257,-85.851111,38.307371,geo_referenced,Y,Y,65,17,110,5,hortulana,0
hortulana,12652468,UT,1980,4,15,,Texas,grayson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12652468,-96.68307802,33.62637928,county_centroid,Y,Y,65,9,106,2,hortulana,0
hortulana,13271230,TENN,2000,4,15,4/15/00,Tennessee,montgomery,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271230,-87.3853334,36.4974526,county_centroid,Y,Y,65,9,106,2,hortulana,20
hortulana,19212095,UCHT,2001,4,19,4/19/01,Tennessee,johnson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19212095,-81.84376488,36.45815901,county_centroid,Y,Y,65,11,109,3,hortulana,21
hortulana,25286612,NY,1928,4,6,4/6/28,Oklahoma,Sequoyah Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286612,-94.808843,35.456851,geo_referenced,Y,Y,65,15,97,4,hortulana,0
hortulana,13273946,TENN,1978,4,15,4/15/78,Kentucky,mercer,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273946,-84.87548633,37.81016981,county_centroid,Y,Y,65,11,105,3,hortulana,0
hortulana,25286608,NY,1933,3,26,3/26/33,Texas,Travis Co.,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25286608,-97.995187,30.266912,geo_referenced,Y,Y,65,10,85,3,hortulana,0
hortulana,11586300,IND,1952,5,18,5/18/52,Indiana,Jay,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11586300,-85.027828,40.511098,geo_referenced,Y,Y,67,17,139,5,hortulana,0
hortulana,17615273,APSC,1935,3,27,3/27/35,Kentucky,jefferson,https://midwestherbaria.org/portal/collections/individual/index.php?occid=17615273,-85.66449659,38.18006673,county_centroid,Y,Y,67,9,86,2,hortulana,0
hortulana,21168786,UCHT,1984,4,17,4/17/84,Tennessee,hamilton,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21168786,-85.17021823,35.17822485,county_centroid,Y,Y,65,11,108,3,hortulana,4
