"","s_id","locale","lon","lat","alt","plant_id","cult_id","year","flo_day","leaf_day","FLS"
"196","19291","45.6,17.233","17.233","45.6","161","222","130","2001",91,102,11
"197","19293","44.533,15.4","15.4","44.533","566","222","130","2001",112,117,5
"198","19296","45.367,18.233","18.233","45.367","231","222","130","2001",95,99,4
"199","19298","44.75,14.767","14.767","44.75","26","222","130","2001",89,95,6
"200","19529","44.5333,18.6833","18.6833","44.5333","305","222","130","2001",84,89,5
"202","19529","44.5333,18.6833","18.6833","44.5333","305","222","100","2002",77,102,25
"203","19291","45.6,17.233","17.233","45.6","161","222","130","2002",90,100,10
"204","19293","44.533,15.4","15.4","44.533","566","222","130","2002",115,120,5
"205","19296","45.367,18.233","18.233","45.367","231","222","130","2002",92,101,9
"206","19298","44.75,14.767","14.767","44.75","26","222","130","2002",80,86,6
"207","19529","44.5333,18.6833","18.6833","44.5333","305","222","130","2002",77,102,25
"208","19529","44.5333,18.6833","18.6833","44.5333","305","222","100","2003",105,115,10
"209","19291","45.6,17.233","17.233","45.6","161","222","130","2003",105,108,3
"210","19293","44.533,15.4","15.4","44.533","566","222","130","2003",115,118,3
"211","19296","45.367,18.233","18.233","45.367","231","222","130","2003",90,108,18
"212","19297","45.267,15.283","15.283","45.267","325","222","130","2003",102,107,5
"213","19298","44.75,14.767","14.767","44.75","26","222","130","2003",98,102,4
"215","19529","44.5333,18.6833","18.6833","44.5333","305","222","130","2003",114,115,1
"216","19529","44.5333,18.6833","18.6833","44.5333","305","222","100","2004",99,115,16
"217","19291","45.6,17.233","17.233","45.6","161","222","130","2004",108,110,2
"218","19293","44.533,15.4","15.4","44.533","566","222","130","2004",117,120,3
"219","19296","45.367,18.233","18.233","45.367","231","222","130","2004",99,102,3
"220","19297","45.267,15.283","15.283","45.267","325","222","130","2004",109,110,1
"221","19298","44.75,14.767","14.767","44.75","26","222","130","2004",92,99,7
"223","19529","44.5333,18.6833","18.6833","44.5333","305","222","130","2004",99,115,16
"224","19529","44.5333,18.6833","18.6833","44.5333","305","222","100","2005",105,118,13
"225","19291","45.6,17.233","17.233","45.6","161","222","130","2005",98,102,4
"226","19293","44.533,15.4","15.4","44.533","566","222","130","2005",116,120,4
"227","19296","45.367,18.233","18.233","45.367","231","222","130","2005",101,108,7
"228","19297","45.267,15.283","15.283","45.267","325","222","130","2005",103,109,6
"229","19298","44.75,14.767","14.767","44.75","26","222","130","2005",92,97,5
"231","19529","44.5333,18.6833","18.6833","44.5333","305","222","130","2005",106,118,12
"232","19291","45.6,17.233","17.233","45.6","161","222","130","2006",99,105,6
"233","19293","44.533,15.4","15.4","44.533","566","222","130","2006",118,122,4
"234","19296","45.367,18.233","18.233","45.367","231","222","130","2006",101,109,8
"235","19297","45.267,15.283","15.283","45.267","325","222","130","2006",107,112,5
"236","19298","44.75,14.767","14.767","44.75","26","222","130","2006",95,100,5
"237","19291","45.6,17.233","17.233","45.6","161","222","130","2007",93,104,11
"238","19293","44.533,15.4","15.4","44.533","566","222","130","2007",100,106,6
"239","19296","45.367,18.233","18.233","45.367","231","222","130","2007",91,94,3
"240","19297","45.267,15.283","15.283","45.267","325","222","130","2007",92,101,9
"241","19298","44.75,14.767","14.767","44.75","26","222","130","2007",86,91,5
"242","19291","45.6,17.233","17.233","45.6","161","222","130","2008",81,101,20
"243","19293","44.533,15.4","15.4","44.533","566","222","130","2008",103,107,4
"244","19296","45.367,18.233","18.233","45.367","231","222","130","2008",87,98,11
"245","19297","45.267,15.283","15.283","45.267","325","222","130","2008",110,108,-2
"246","19298","44.75,14.767","14.767","44.75","26","222","130","2008",95,100,5
"247","19291","45.6,17.233","17.233","45.6","161","222","130","2009",95,103,8
"248","19293","44.533,15.4","15.4","44.533","566","222","130","2009",118,119,1
