"","s_id","locale","lon","lat","alt","plant_id","cult_id","year","flower","leaf","offset"
"4352","3693","48.8333,12.9667","12.9667","48.8333","310","101","0","1952",122,111,-11
"4353","3694","48.8833,12.6","12.6","48.8833","330","101","0","1952",122,106,-16
"4356","3705","48.8167,12.8","12.8","48.8167","320","101","0","1952",123,106,-17
"4366","3723","48.85,13.3333","13.3333","48.85","560","101","0","1952",122,107,-15
"4377","3744","49.1333,12.7333","12.7333","49.1333","480","101","0","1952",127,92,-35
"4381","3750","48.5833,12.1833","12.1833","48.5833","390","101","0","1952",114,104,-10
"4392","3781","48.4,13","13","48.4","400","101","0","1952",122,108,-14
"4397","3792","48.7,12.0333","12.0333","48.7","450","101","0","1952",127,113,-14
"4398","3793","48.85,12.7667","12.7667","48.85","320","101","0","1952",120,107,-13
"4402","3798","49.0833,12.8833","12.8833","49.0833","430","101","0","1952",125,111,-14
"4412","3824","48.75,13.8167","13.8167","48.75","720","101","0","1952",125,114,-11
"4414","3827","48.75,13.5167","13.5167","48.75","440","101","0","1952",125,111,-14
"4423","3849","49.6167,11.8167","11.8167","49.6167","400","101","0","1952",121,104,-17
"4425","3852","49.0333,11.4833","11.4833","49.0333","370","101","0","1952",124,109,-15
"4433","3865","49.3167,12.85","12.85","49.3167","400","101","0","1952",123,108,-15
"4441","3876","49.8667,11.9","11.9","49.8667","460","101","0","1952",131,101,-30
"4444","3884","49.1667,11.45","11.45","49.1667","400","101","0","1952",123,104,-19
"4448","3893","49.8333,12.05","12.05","49.8333","500","101","0","1952",123,111,-12
"4456","3912","49.15,11.6667","11.6667","49.15","520","101","0","1952",127,101,-26
"4463","3945","48.9,11.6167","11.6167","48.9","400","101","0","1952",124,111,-13
"4465","3947","49.1,12.4833","12.4833","49.1","570","101","0","1952",129,110,-19
