specificEpithet,id,references,obs_number,,,,,,pental_lengh_mm,who_done_it,note
mexicana,19749858,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19749863,6,1.21,162.225,133.179,197.667,98.746,3.867,SC,
mexicana,19749858,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19749864,7,0.864,154,84.667,201.333,180,2.646,SC,
mexicana,19749858,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19749865,8,0.691,113.344,86.272,134.061,33.69,2.12,SC,
mexicana,19749858,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19749866,9,0.605,166.619,155.222,183,-18.435,1.859,SC,
mexicana,19749858,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19749867,10,0.778,139.336,115.479,155.312,-129.806,2.296,SC,
mexicana,22620186,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620186,1,0.306,176.114,137.734,202.05,-56.31,3.606,SC,
mexicana,22620186,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620187,2,0.229,213.717,203.667,222.667,-82.875,2.687,SC,
mexicana,22620186,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620188,3,0.243,214.568,205.145,226.333,35.538,2.867,SC,
mexicana,22620186,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620189,4,0.257,197.91,133,222.667,90,3,SC,
mexicana,22620186,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620190,5,0.306,219.53,207.389,225.813,-146.31,3.606,SC,
mexicana,22620186,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620191,6,0.292,212.186,159,224.061,150.945,3.432,SC,
mexicana,22620186,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620192,7,0.382,200.392,81,225.403,17.103,4.534,SC,
mexicana,22620186,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620193,8,0.271,210.41,182.333,220.301,161.565,3.162,SC,
mexicana,22620186,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620194,9,0.201,215.948,200.612,226.694,45,2.357,SC,
mexicana,22620186,https://midwestherbaria.org/portal/collections/individual/index.php?occid=22620195,10,0.34,215.75,191.389,229.083,138.366,4.014,SC,
mexicana,12877054,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877054,1,0.986,151.756,138.333,167.667,-155.225,3.671,SC,
mexicana,12877054,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877055,2,1.381,152.84,130.667,167.669,159.775,5.192,SC,
mexicana,12877054,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877056,3,1.512,160.838,126,180.242,-158.199,5.523,SC,
mexicana,12877054,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877057,4,1.118,152.512,140.375,162.104,150.255,4.134,SC,
mexicana,12877054,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877058,5,0.986,152.858,148.109,159.667,-143.973,3.488,SC,
mexicana,12877054,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877059,6,0.986,141.216,122.19,160,-102.095,3.671,SC,
mexicana,12877054,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877060,7,1.183,165.541,106.333,181.667,-162.646,4.298,SC,
mexicana,12877054,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877061,8,0.855,156.126,145.667,165.306,160.017,3.001,SC,
mexicana,12877054,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877062,9,1.052,163.691,157.84,184.667,-74.055,3.733,SC,
mexicana,12877054,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12877063,10,1.249,159.517,135,167.333,-119.358,4.707,SC,
mexicana,5894926,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894926,1,5.19,204.377,166.075,242.333,-21.038,8.193,SC,
mexicana,5894926,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894927,2,3.114,205.517,184.667,229.333,-113.199,4.48,SC,
mexicana,5894926,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894928,3,3.46,183.935,158.111,202.568,110.556,5.026,SC,
mexicana,5894926,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894929,4,5.19,217.618,159.667,241,123.69,8.484,SC,
mexicana,5894926,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894930,5,3.806,203.385,181.333,223.6,-29.055,6.056,SC,
mexicana,5894926,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894931,6,4.152,169.942,102.667,201.782,142.125,6.707,SC,
mexicana,5894926,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894932,7,3.46,182.901,169.358,197.605,-153.435,5.261,SC,
mexicana,5894926,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894933,8,3.114,179.259,156.333,203.104,-135,4.991,SC,
mexicana,5894926,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894934,9,3.46,194.567,158.333,240.667,0,5.294,SC,
mexicana,5894926,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894935,10,2.768,178.861,153.333,199,45,4.159,SC,
mexicana,25876705,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25876705,1,2,175.41,150.306,232.667,-45,3.536,SC,
mexicana,25876705,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25876706,2,2.5,158.682,149.679,185.667,153.435,4.472,SC,
mexicana,25876705,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25876707,3,2.5,190.175,144,239.333,-144.462,4.301,SC,
mexicana,25876705,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25876708,4,2.75,153.479,133.2,172.8,-101.31,5.099,SC,
mexicana,25876705,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25876709,5,2.75,161.506,127.667,205.667,-135,4.95,SC,
mexicana,25876705,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25876710,6,1.75,178.466,144,209,-38.66,3.202,SC,
mexicana,25876705,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25876711,7,1.75,175.714,162,192.333,90,3,SC,
mexicana,25876705,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25876712,8,2.75,191.661,144.667,213.867,-95.711,5.025,SC,
mexicana,25876705,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25876713,9,2,165.244,156.762,175.333,-98.13,3.536,SC,
mexicana,25876705,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25876714,10,2.25,191.444,170.333,220,180,4,SC,
mexicana,5894933,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894933,1,2.493,149.513,113,213.667,-140.194,4.111,SC,
mexicana,5894933,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894934,2,1.939,108.19,75,132.667,0,3.158,SC,
mexicana,5894933,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894935,3,2.216,155.083,119.333,168,180,3.684,SC,
mexicana,5894933,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894936,4,3.047,127.818,78.667,149.667,90,5.263,SC,
mexicana,5894933,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894937,5,2.493,105.926,60,142.25,165.964,4.34,SC,
mexicana,5894933,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894938,6,2.493,112.282,59.333,164.333,-119.745,4.243,SC,
mexicana,5894933,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894939,7,2.493,111.788,82.312,160,113.199,4.008,SC,
mexicana,5894933,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894940,8,2.77,147.733,127.333,177.333,-90,4.737,SC,
mexicana,5894933,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894941,9,3.047,171.776,114.667,206.2,-168.69,5.367,SC,
mexicana,5894933,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5894942,10,2.216,130.542,99,186.667,90,3.684,SC,
mexicana,13422268,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422268,1,1.228,136.981,93.333,182.827,75.964,5.377,SC,
mexicana,13422268,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422269,2,0.756,125.156,101.413,170.667,-164.055,3.165,SC,
mexicana,13422268,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422270,3,0.85,108.351,93.511,127.333,-156.371,3.796,SC,
mexicana,13422268,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422271,4,0.945,129.324,95,146.559,128.66,4.175,SC,
mexicana,13422268,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422272,5,0.85,135.645,124.487,153.333,125.538,3.739,SC,
mexicana,13422268,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422273,6,0.992,135.587,100.6,158.267,174.289,4.368,SC,
mexicana,13422268,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422274,7,0.756,126.977,99.24,180.333,113.199,3.31,SC,
mexicana,13422268,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422275,8,0.85,139.209,112.663,219.333,-130.236,3.701,SC,
mexicana,13422268,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422276,9,1.181,124.576,62.66,148,-157.751,5.166,SC,
mexicana,13422268,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13422277,10,1.039,147.273,124.667,209.667,-90,4.564,SC,
mexicana,12911688,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911688,1,1.249,126.651,109.44,142.625,116.565,4.908,SC,
mexicana,12911688,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911689,2,1.606,149.625,115.634,181.333,-24.624,6.439,SC,
mexicana,12911688,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911690,3,1.725,153.181,128.333,159.667,94.086,6.847,SC,
mexicana,12911688,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911691,4,1.606,118.974,109.646,129.383,24.624,6.439,SC,
mexicana,12911688,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911692,5,1.428,129.972,108.667,146.667,-90,5.61,SC,
mexicana,12911688,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911693,6,1.606,119.221,107.667,127.4,24.624,6.439,SC,
mexicana,12911688,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911694,7,1.487,133.814,112.333,139.5,-157.751,5.797,SC,
mexicana,12911688,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911695,8,1.13,139.271,123.516,150.444,-163.61,4.322,SC,
mexicana,12911688,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911696,9,1.487,148.153,141.056,157.37,19.179,5.939,SC,
mexicana,12911688,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911697,10,1.309,129.513,123.606,134.265,-165.964,5.028,SC,
mexicana,12911678,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911678,1,1.487,177.438,152.722,189.111,-146.976,5.818,SC,
mexicana,12911678,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911679,2,1.19,181.793,156.333,194.912,36.254,4.537,SC,
mexicana,12911678,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911680,3,1.606,186.444,173.874,200.252,-74.358,6.332,SC,
mexicana,12911678,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911681,4,1.19,176.055,164.065,188.339,137.121,4.66,SC,
mexicana,12911678,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911682,5,1.547,195.518,179,201.333,123.69,6.156,SC,
mexicana,12911678,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911683,6,1.547,194.78,185.187,201.533,175.426,6.117,SC,
mexicana,12911678,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911684,7,0.952,187.908,184,193.333,-78.69,3.731,SC,
mexicana,12911678,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911685,8,1.666,185.315,170.56,191.333,-48.013,6.563,SC,
mexicana,12911678,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911686,9,1.547,183.805,165,189.42,136.637,6.039,SC,
mexicana,12911678,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12911687,10,2.023,205.009,178.333,229.333,105.709,8.108,SC,
mexicana,25160670,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25160670,,,,,,,,,can't tell petals
mexicana,21186197,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186197,1,2.192,170.038,141.333,180,-156.801,5.637,SC,
mexicana,21186197,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186198,2,2.603,174.273,152.333,195.667,-163.61,6.558,SC,
mexicana,21186197,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186199,3,1.644,157.947,144.424,183.333,5.194,4.088,SC,
mexicana,21186197,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186200,4,2.466,148.329,117.569,173.333,83.29,6.335,SC,
mexicana,21186197,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186201,5,2.603,159.554,99.333,184,63.435,6.621,SC,
mexicana,21186197,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186202,6,2.329,177.977,171.333,187,26.565,5.793,SC,
mexicana,21186197,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186203,7,1.918,142.531,128.769,153,-8.746,4.868,SC,
mexicana,21186197,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186204,8,1.918,154,138.333,166.333,-90,4.812,SC,
mexicana,21186197,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186205,9,2.055,163.342,139.602,188.667,39.289,5.26,SC,
mexicana,21186197,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21186206,10,2.329,153.918,146.885,176.333,52.431,6.07,SC,
americana,5113463,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5113463,1,1.323,182.844,159.333,196.074,19.799,5.775,SC,
americana,5113463,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5113464,2,1.039,172.894,149.667,236,0,4.564,SC,
americana,5113463,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5113465,3,1.323,161.165,73,196.667,63.435,5.832,SC,
americana,5113463,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5113466,4,1.181,176.102,156,186.333,55.008,5.306,SC,
americana,5113463,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5113467,5,1.039,171.144,144.741,188.095,-163.301,4.538,SC,
americana,5113463,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5113468,6,1.323,141.524,120,164.333,-90,5.868,SC,
americana,5113463,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5113469,7,1.37,154.955,95,174.833,87.955,6.089,SC,
americana,5113463,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5113470,8,1.37,170.745,159.534,183.333,55.176,6.089,SC,
americana,5113463,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5113471,9,1.086,164.491,103.667,190.667,95.194,4.801,SC,
americana,5113463,https://midwestherbaria.org/portal/collections/individual/index.php?occid=5113472,10,1.228,164.849,129,177.733,36.87,5.433,SC,
americana,12500753,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12500753,1,1.542,180.112,162.51,200,-47.121,5.305,SC,
americana,12500753,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12500754,2,1.388,175.171,136.333,193,139.764,4.729,SC,
americana,12500753,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12500755,3,1.542,173.345,121,202.308,145.491,5.391,SC,
americana,12500753,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12500756,4,1.465,176.13,161.778,189,-70.56,5.006,SC,
americana,12500753,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12500757,5,1.773,170.408,143.972,186.008,146.31,6.007,SC,
americana,12500753,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12500758,6,1.157,152.248,139.19,168.333,-30.256,3.858,SC,
americana,12500753,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12500759,7,1.773,177.391,160.667,190,-90,6.109,SC,
americana,12500753,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12500760,8,2.005,182.631,144.333,191.6,-168.69,7.079,SC,
